NAME	Neutrophils	Monocytes	MEP	CD4+ T-cells	Tregs	CD4+ Tcm	CD4+ Tem	CD8+ Tcm	CD8+ Tem	NK cells	naive B-cells	Memory B-cells	Class-switched memory B-cells	HSC	MPP	CLP	GMP	Macrophages	CD8+ T-cells	Erythrocytes	Megakaryocytes	CMP	Macrophages M1	Macrophages M2	Endothelial cells	DC	Eosinophils	Plasma cells	Chondrocytes	Fibroblasts	Smooth muscle	Epithelial cells	Melanocytes	Skeletal muscle	Keratinocytes	mv Endothelial cells	Myocytes	Adipocytes	Neurons	Pericytes	Preadipocytes	Astrocytes	Mesangial cells
SNORA71C	211.79	291.98	1	130.9	1312.13	658.91	557.06	773.37	703.23	420.94	1527.945	1737.61	1717.9	1	1	1	1	24.805	349.11	1	1	289.4	368.39	37.905	1	57.47	86.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORA71D	764.82	625.690000000001	1	381.45	4367.71	4515.76	4224.9	5395.81	4068.3	2608.93	7679.49	8746.21	10004.26	1	1	1	1	102.09	1342.75	1	1	981.41	1363.74	83.985	1	87.89	198.21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORA74A	280.63	754.17	1	586.56	4519.67	3812.01	3539.8	6128.68	4675.25	2263.58	13675.31	14496.32	16290.14	1	1	1	1	7.105	2040.23	1	2.72	979.38	2896.28	285.72	2.705	348.37	238.15	1	1	1	1	1	1	1	1	3.14	1	1	1	1	1	1	1
SNORA75	53.85	196.025	1	68.5	668.39	1164.77	1314.78	1342.91	1302.08	879.26	1429.965	4038.13	4516.97	1	1	1	1	5.935	91.76	1	1	82.82	328.33	7.685	1	2.87	16.15	1.295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORA78	71.43	22.465	1	66.03	179.24	356.8	350.15	383.05	275.66	274.43	657.615	520.68	561.39	1	1	1	1	5.535	99.25	1	1	79.06	116.02	17.31	1	24.81	40.41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORA79	20.48	49.93	1	8.87	88.43	125.68	159.54	133.92	180.18	144.47	355.06	335.8	330.37	1	1	1	1	1	30.31	1	1	15.24	104.04	5.475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORA7A	1560.11	842.315	1	2272.45	11019.09	16818.53	19219.72	19307.87	15367.04	11608.32	28475.42	32324.71	35413.12	1	1	1	1	25.48	5466.26	1	1	3023.67	2695.94	294.79	1	403.35	336.68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORA7B	850.949999999999	675.665	1	758.55	4169.89	5318.2	6123.08	6704.11	5962.04	6083.22	9005.405	10524.31	11263.31	1	1	1	1	13.645	1190.5	1	1	1075.81	1305.43	169.83	1	165.55	206.27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORA80B	387.93	292.445	1	112.83	1353.44	587.93	815.87	858.02	585.37	416.75	4330.805	5375.59	6058.95	1	1	1	1	27.445	356.23	1	1	199.63	419.58	43.685	1	27.24	118.04	1.305	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORA81	852.6	2054.525	1	2206.15	14555.57	16448.02	21253.24	20484.44	16785.55	16026.57	37097.635	33343.75	39503.16	1	1	1	1	185.83	3540.81	1	1.18	1225.27	2979.95	252.585	1	292.06	247.63	1	1	1	1	1	1	1	1	1	1	1	1	41.98	1	1	1
SNORA84	608.76	601.585	1	432.23	3176.64	3272.75	3847.39	4582.75	3541.07	3089.41	5983.165	6784.03	7372.61	1	1	1	1	3.57	897.1	1	1	589.2	1334.45	107.305	1	78.73	44.26	1	1	1	1	1	1	1	1	1	1	1	1.085	1	1	1	1
SNORA9	283.67	253.605	1	285.81	3375.16	5372.02	6245.04	4942.31999999999	4840.68	3891.73	8464.83499999999	12526.15	12661.53	1	1	1	1	9.46	587.22	1	1	431.64	1052.51	38.9	1	58.77	49.04	1.005	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD10	4869.73	16321.02	1	7546.1	79319.7100000001	101330	104597.98	131880.74	117483.14	113575.11	100597.505	138573.79	145340.21	1	1	1	1	1688.2	17203.01	1	1	13783.97	41833.9700000001	2884.755	1	2225.19	3360.96	1	1	1	1	1	1	1	1	1	1	1	2.225	1	1	1	1
SNORD104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	217.175	1	1	1	1	1	1	1	1	1	13.715	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD110	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.305	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD15A	180.76	628.925	1	376.62	3413.82	5001.77	6212.51	7797.35	5144.69	2815.54	7506.755	9938.04999999999	10427.46	1	1	1	1	108.61	658.799999999999	1	1	456.18	959.079999999999	34.03	1	35.13	86.53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD15B	1596.17	14147.805	1	4339.33	87690.0500000001	92515.0900000001	94920.5199999999	110233.59	97956.7	69303.2000000001	109425.75	123056.6	133501.51	1	1	1	1	918.444999999999	8842.72999999999	1	1	4359.05	17798.48	891.345	1	910.46	1023.37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD17	4619.6	4537.545	2.35	7780.58	25222.36	22203.43	26912.15	37820.77	34674.28	21634.09	69529.525	62554.73	59022.71	1	1	1	1	502.965	13856.87	2.8	1.86	7011.38	3872.24	1787.505	71.44	2262.84	16466.77	1.535	53.515	28.305	35.49	99.37	41.38	101.21	687.365	137.39	116.76	906.73	1	75.82	35.905	1	1551.055
SNORD22	2146.59	5870.28999999999	1	3213.58	73925.7	141234.07	168302.25	156000.49	101252.23	56082.66	154137.17	292608.7	335316.18	1	1	1	1	181.435	5107.34	1	1	2422.38	11130.97	247.4	1	263.26	888.5	5.07	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD26	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6.915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19.925	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD35A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.795	1	1	1	1	1	1	1	1	1	1.36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD36A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23.64	1	1	1	1	1	1	1	1	1	5.335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD50A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14.22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD8	82.36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.625	1	1	1	1	1	1	1	1	26.56	1	1	1	1	1	1	1	1	1	1	1	3.53	1	1	1	1
SNORD89	500.88	16.76	1	6658.47	1	1	183134	1	1	1	41120.98	82758.75	70673.07	1	1	1	1	174.075	2195.33	1	1	1012.44	1	1	1	224.42	49.8	2.605	1	1	1	1	1	1	1	1	1	1	1.885	1	1	1	1
SNORD91B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16.175	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.415	1	1
SNORD94	1368.19	1493.57	1	4660.7	35451.09	44217.64	47450.94	63393.6	48353.27	34266.87	46409.6499999999	75780.1399999999	83797.43	1	1	1	1	32.295	7060.13	1	1	3165.13	3151.92	295.01	1	275.45	462.08	1.47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD97	2607.8	5282.21	1	7740.36	69478.8600000001	60649.82	58982.82	60212.81	44522.7400000001	33053.16	66583.8299999999	73599.7599999997	89539.51	1	1	1	1	242.75	13788.29	1	1	4643.27	14098.93	2648.99	1	1524.45	1064.01	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.11	1	1	1	1	1	1	1	1	1	2.315	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNRK	118.48	32.455	7.615	95.08	46.69	50.67	42.5	44.55	60.86	62.38	32.385	14	12.45	11.39	9.925	8.77	12.09	11.28	90.49	1.56	9.27	36.25	7.69	9.495	72.435	10.82	25.79	3.795	8.325	6.375	5.8	9.955	10.755	6.16	7.02	58.94	4.925	19.88	8.45	10.4	4.15	3.12	7
SNRNP70	39.97	49.06	15.035	164.17	64.19	79.79	51.55	49.2	84.48	56.06	83.235	74.39	41.2	2.35	4.505	1.08	4.07	62.295	100.65	1.45	2.15	59.62	45.36	39.44	65.29	49.18	177.54	188.9	29.67	53.13	51.455	54.66	45.785	37.82	114.085	88.65	43.67	41.27	3.38	49.715	47.34	109.865	99.48
SNRPA	2.27	18.115	177.57	25.26	25.32	23.38	16.15	27.19	27.26	14.77	27.515	19.2	13.57	59.91	60.015	38.42	101.28	19.66	43.98	33.09	18.32	27.59	22.87	18.195	19.375	15.07	11.09	14.285	8.78	15.89	14.29	16.395	11.305	7.83	84.98	32.935	13.74	9.31	7.865	14.55	16.81	23.47	85.825
SNRPA1	3.04	35.55	106.99	61.69	25.8	34.79	25.05	23.31	35.72	20.49	39.11	27.25	24.43	97.345	93.24	150.78	130.44	15.185	54.23	147.71	47.47	15.07	34.3	20.57	9.485	16.27	14.31	20.255	7.265	11.15	4.22	12.355	5.62	6.33	42.35	19.085	2.965	8.2	124.385	6.845	4.31	24.775	23.87
SNRPC	3.17	31.17	422.24	29.43	35.11	30.48	28.18	35.85	36.05	37.08	23.84	31.99	22.39	360.48	344.06	580.33	376.78	59.145	41.58	541.15	186.65	34.44	64.7	46.78	30.765	26.01	9.3	29.75	22.805	30.83	16.965	27.055	33.955	22.49	85.67	47.425	31.225	11.77	131.955	23.035	23.245	56.985	79.4
SNRPD1	1	17.685	240.12	27.7	20.36	16.79	12.21	12.89	20.58	13.57	6.74	13.54	7.87	151.08	82.755	269.68	170.24	33.78	28.28	281.57	118.18	30.19	31.96	22.385	10.5	17.1	3.27	13.595	4.245	3.725	5.365	6.73	3.28	3.65	15.155	9.005	5.695	1.55	211.465	3.305	3.905	7.08	3.52
SNRPD2	3.2	90.8	1034.705	261.26	219.13	233	244.98	269.23	222.44	143.04	178.5	227.34	164.73	702.685	540.09	860.389999999999	526.47	111.24	220.55	727.9	344.6	142.36	140.11	129.855	117.825	79.06	23.89	55.84	74.88	114.86	212.415	129.635	83.33	43.28	223.215	177.59	119.455	41.78	478.01	62.055	82.255	127.885	97.04
SNRPE	3.58	33.38	376.645	55.28	35.4	33.35	30.57	30.63	33.97	30	26.73	27.09	26.3	241.85	156.025	350.02	198.63	37.665	71.47	291.48	95.79	56.48	54.29	47.45	32.9	27.17	5.99	14.39	18.78	22.26	18.77	36.125	18.595	9.67	52.46	32.225	24.37	12.88	272.735	12.425	19.07	20.875	35
SNRPF	1	11.215	50.36	19.75	13.98	15.25	12.84	13.42	14.92	10.01	12.52	12.16	10.22	37.1	27.99	57.43	57.56	16.45	18.94	29.01	18.81	13.28	12.29	8.465	7.645	5.87	1.31	5.36	3.635	3.92	6.04	5.87	3.315	1.17	14.115	7.67	3.495	1.57	34.04	1.97	3.575	1.035	5.25
SNRPG	11.47	35.645	142.9	41.9	42.27	44.13	38.54	43.9	41.52	35.57	31.675	34.7	29.05	151.86	97.065	161.4	56.45	67.955	48.28	389.71	231.78	53.33	68.62	72.275	82.19	52.19	9.35	29.41	51.425	55.635	61.24	75.8	56.98	21.73	141.235	130.62	46.38	28.4	316.96	31.53	63.21	80.61	59.975
SNRPN	1	10.305	306.18	77.15	63.7	66.64	57.49	54.08	54.35	38.85	42.245	47.67	32.73	278.5	224.855	252.13	205.22	27.73	60.08	188.94	252.03	5.71	20.91	27.495	40.315	21.8	11.83	43.285	31.85	39.27	57.925	67.86	17.29	36.06	45.575	29.085	71.885	12.86	576.13	24.36	13.16	98.88	66.265
SNTA1	1	1	1	1.46	3.95	2.63	3.51	3.06	3.64	1	1.435	3.28	3.12	1	1	1	1	1.22	1.57	1	1	1	1.07	1.065	2.6	1	1.38	2.82	7.015	10.725	9.835	4.055	4.245	48.38	5.575	2.91	7.8	9.59	2.095	11.97	6.97	9.245	9.235
SNTB1	2.57	9.855	2.235	12.11	1.17	3.29	2.6	7.43	10.81	15.14	4.03	3.7	4.15	3.29	6.2	2.48	4.27	32.39	12.16	1	2.15	45.34	17.33	5.585	1	2.28	38.46	1	5.79	4.005	5.17	1.57	6.215	3.2	1	1	13.34	4.84	1	11.82	7.425	1.035	6.55
SNTB2	4.77	1.505	1	3.37	5.56	4.17	4.28	5.55	7.69	11.51	1.69	1.25	1.26	1	1	1	1	6.49	3.25	1.02	1.39	1	3.15	4.895	30.425	5.04	9.86	1.015	23.305	13.455	23.34	7.565	9.485	8.98	12.785	21.99	6.545	11.65	1.06	8.64	12.155	39.215	14.925
SNURF	1	1	1	1.19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.785	1	1	1	3.945	2.085	15.515	1.74	1.605	3.53	3.595	7.745	3.965	1	16.475	1.72	1.565	1	1.42
SNX10	99.74	55.865	2.105	3.23	7.32	4.1	4.67	8.04	9.17	10.73	29.375	21.93	20.52	28.71	13.645	36.13	10.31	85.95	7.51	1	1	11.28	456.97	264.5	1	33.86	1.77	1	1	1	1	1.07	20.015	1	2.775	1.375	1	13.26	154.09	1	1	1	2.12
SNX11	22.55	10.33	9.82	4.29	2.97	3.13	2.34	5.91	5.72	8.49	10.315	7.11	7.16	1.905	1.905	1	7.38	16.58	4.25	9.59	23.05	13.78	19.62	13.475	5.57	115.48	12.34	5.81	4.07	4.41	4.375	6.12	4.305	2.25	12.005	7.03	5.44	4.52	1.62	3.96	2.855	15.17	6.34
SNX16	6.82	8.025	35.905	4.01	2.1	2.19	1.69	1	1.22	1.56	2.925	1.6	2.21	25.395	35.57	28.14	28.49	7.475	2.18	6.21	6.17	12.14	5.34	9.1	5.365	2.69	3.02	3.185	5.055	3.54	4.265	3.77	2.275	2.45	2.905	3	3.1	5.27	43.915	3.28	2.105	9.65	3.01
SNX2	27.44	90.64	97.28	29.85	24.38	20.33	20.45	18.31	22.15	16.45	183.4	114.54	116.29	118.87	61.885	117.77	80.04	116.77	25	142.15	150.38	46.74	86.83	217.555	32.065	100.76	29.74	10.45	36.11	26.61	30.165	24.495	41.96	9.04	20.795	25.195	23.2	21.37	279.46	18.485	26.22	36.185	16.42
SNX20	27.15	17.305	5.52	21.41	31.08	21.66	15.99	15.47	18.54	15.51	5.555	6.52	4.01	12.28	15.405	5.44	5.42	11.56	9.82	3.59	13.18	14.08	10.8	3.66	1	30.04	91.3	8.935	1	1	1	1	1	1	1	1	1	1.01	1	1	1	1	1
SNX21	1	3.95	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.16	1	1	1	1	1	1	6.365	1	13.73	1	35.8	31.46	21.315	12.535	7.815	11.91	9.485	5.365	14.7	19.67	1.595	21.33	29.455	35.055	18.76
SNX22	1	1	1.085	1	1	1	1	1.08	1	1	44.26	25.41	21.66	1	1	1.43	1	1	1	10.95	1	1	1	1	1	1	1	3.22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNX24	1	2.17	1	1	4.12	1.83	1.41	1.78	2.02	1.43	1	1	1	1	1	1	1	22.19	1	4.38	15.67	2.38	26.32	24.94	4.17	12.03	1	1	13.375	7.905	6.525	13.08	17.725	2.41	11.585	2.425	7.175	5.84	13.83	9.805	5.82	17.605	8.93
SNX25	1	1	1	8.69	5.64	4.28	3.75	5.71	7.53	7.54	22.965	18.73	14.89	1.075	1	1	1	2.555	8.1	1.54	1.46	1	3.66	5.165	12.82	2.5	1.51	3.63	13.28	8.45	13.375	8.49	21.02	3.27	4.83	7.705	14.445	4.35	7.2	9.92	5.535	20.275	5.65
SNX29P2	1	1.67	1	1	1	1	1	1	1	1.06	20.735	5.57	1.13	1	1.865	1	1	1	1	1	1	1.91	1	1	1	1	7.73	4.87	1	1	1	1	1	1	1.3	1	1	1.99	1	1	1	1.61	1
SNX33	1	1.355	1	1	1	1	1	1	1	1	1	1	1	1	1.945	1	1	3.875	1	1	1	3.1	3.61	4.81	4.81	7.98	1	1.025	14.88	9.195	8.255	9.595	5.52	1.57	14.525	3.615	5.87	7.07	1	8.125	7.135	6.715	10.76
SNX7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.08	1	1	1	1	1	1	1	1	1	18.76	1	1	1	22.225	14.605	16.72	14.8	11.87	1	26.205	16.735	14.565	4.63	1.805	11.56	12.585	32.33	10.97
SNX8	1	8.225	11.655	1.3	1.3	1	1	1	1.11	1.22	6.575	6.32	4.26	6.525	4.56	1	9.38	36.805	1	30.11	12.49	7.27	22.11	35.345	4.235	40.4	5.92	11.655	7.09	8.78	6.605	4.52	12.26	3.49	4.975	9.105	4.425	8.8	1.755	5.49	6.575	34.73	16.06
SNX9	1	4.885	1	18.08	6.88	6.03	4.18	2.34	2.67	2.25	11.73	7.36	3.5	5.96	7.42	10.53	1.09	27.99	8.43	2.63	4.15	3.29	18.26	16.285	22.79	17.5	1	2.24	51.685	34.745	35.585	15.615	18.205	7.57	19.255	15.815	11.735	20.13	9.48	21.09	19.97	14.92	19.23
SOAT1	12.09	26.605	6.16	13.6	8.4	8.29	7.67	8.89	9.79	10.85	3.135	4.57	3.46	2.985	3.835	7.44	8.29	101.87	6.84	10.42	12.2	8.97	62.14	178.42	7.905	76.95	1.44	3.16	19.67	9.705	10.785	11.405	44.185	1.85	6.68	7.805	5.925	7.24	2.22	11.08	10.305	24.965	8.525
SOCS1	1	1	1	2.21	1.27	3.08	2.28	2.24	2.01	1.41	2.275	1	1	1	1	1	1	1	2.03	1	1	1	1.26	3.305	1	28.05	9.83	8.525	1	1.735	1.355	1	1	1	1.94	1	1	2.76	1	3.26	1	1.5	4.645
SOCS2	1	1.215	44.19	12	4.23	19.76	13.27	3.44	5.56	11.41	1	1	1	100.595	61.48	36.79	9.8	1.41	4.75	14.04	13.92	2.62	1	1	7.225	70.81	12.12	1	11.73	17.495	7.51	8.46	7.975	1.77	16.52	41.4	2.905	12.5	4.335	11.07	3.795	10.03	9.05
SOCS3	122.87	139.42	1	51.61	21.92	70.88	54.57	23.34	25.2	4.03	4.205	22.45	6.89	1	1	1	1.09	5.885	13.57	1	1	2.83	36.35	1	14.145	50.57	41.7	12.58	33.54	26.905	23.065	14.13	7.045	3.81	10	22.04	8.86	8.9	1	17.07	23.475	27.555	26.495
SOCS5	2.25	3.43	1.21	5.81	2.86	3.37	2.88	3.05	4.01	3.91	7.09	5.8	4.25	2.8	4.285	3.9	2.04	4.16	2.98	1.25	1.68	14.15	4.08	3.51	7.475	5.69	2.67	1.745	61.925	32.04	30.355	5.49	4.265	4.45	3.95	6.225	18.945	8.49	7.03	22.35	18.015	27.075	4.815
SOD1	3.23	35.895	389.035	108.92	127.65	110.69	102.45	87.55	80.1	50.71	35.785	59.12	55.09	441.92	292.825	449.88	305.46	99.725	69.78	581.75	331.87	57.47	104.72	93.06	87.63	49.96	10.94	24.37	96.365	87.85	111.24	78.325	79.32	57.5	140.78	93.485	100.84	74.4	2096.06	40.51	65.21	113.98	84.615
SOD2	1967.76	1085.21	489.385	48.03	52.52	64.56	60.68	24.28	29	21.35	18.825	16.88	12.88	326.395	328.84	290.18	134.38	375	32.15	81.28	210.5	26.1	3208.43	104.4	74.93	666.05	92.29	9.91	358.005	77.36	274.71	73.54	41.845	3169.02	99.56	81.35	78.78	204.13	46.035	665.585	100.355	44.37	41.365
SOD3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.17	10.64	12.15	1	1	2.04	1	1	2.795	22.14	1	13.64	1.62	5.14	1.11
SORBS1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.41	1.34	1	1	1	1	3.15	1	1	1	1.19	1.015	1	1.41	1	1	1	1	1	15.575	22.92	1	1	3.6	96.89	12.865	1	1	15.02	1.175
SORBS2	1	1	1	1	1	1	1	1	1	1.03	1	1	1	3.19	1	1	1	1	1	1	1	1	1	1	35.025	1	1	1	24.855	1	1.075	3.575	16.69	4.19	1	51.055	16.63	8.04	1.095	1.73	1.605	1.485	6.395
SORBS3	1	2.09	1.43	5.86	2.61	6.44	3.61	4.71	3.5	1	1.975	2.05	1.01	1.185	3.12	1	3.73	17.88	1.13	1	1	1	10.11	10.085	10.83	21.43	1	1	20.775	51.895	10.465	21.855	12.35	4.47	42.89	37.465	6.525	18.59	1	28.355	9.75	29.405	69.94
SORD	1.98	4.115	85.205	1.43	1.16	1	1	1.01	1.07	1	3.01	1.77	1.66	14.49	27.445	19.94	40.89	6.235	1.57	27.89	14.01	6.09	5.89	8.65	5.15	2.13	68.18	1	5.32	4.585	3.705	10.295	27.735	1	25.465	5.67	7.145	1.69	2.035	2.305	11.51	8.89	12.73
SORL1	744.85	63.215	28.12	156.09	75.22	92.67	63.85	62	64.44	101.98	30.73	2.86	4.14	84.675	90.765	16.69	75.34	16.695	55.49	1	1	140.67	1	1	1	7.68	525.46	2.445	1	1	1	1.895	1	1	67.31	1	1	1.86	160.815	3.6	1	1.045	2.465
SORT1	14.7	14.665	1	1	1	1	1	1	1	1	1	1	1	1.96	1.205	1	1	45.665	3.95	1	12.85	1	24.25	202.12	6.515	40.69	17.41	1	6.57	3.38	3.915	10.45	28.51	20.89	1.185	5.685	24.31	22.8	4.195	6.4	1	15.71	27.545
SOS1	6.04	4.72	5.545	9.77	5.07	8.97	6.8	5.61	9.75	7.87	8.045	6.09	5.75	7.53	2.83	2.47	5.8	9.53	8.89	8.49	36.25	15.57	9.33	9.415	6.495	14.69	3.64	21.47	12.74	7.565	7.725	5.77	4.21	7.24	7.555	5.17	4.015	12.94	20.08	4.855	4.88	5.125	3.345
SOSTDC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.52	1	1	1	3.71
SOX10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	84.785	1	1	1	1	1	1	1	1	1	1
SOX13	1	1	1	1	1	1	1	3.88	4.49	3.23	1	1	1	1	1	1	1	3.83	1	1	1	1	2.33	1.535	7.085	1	3.55	1	1	2.62	1.1	3.77	9.855	4.15	4.375	5.095	1.45	5.29	1	1.61	3.865	1	2.57
SOX17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17.58	1	1	1	1	1	1	1	1	2.79	1	14.79	3.01	5.4	1	2.5	1	1	1.26
SOX18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13.435	1	1	1	1	1	1	1	1	1	1	10.22	1	1.67	1	1	1	1	1
SOX4	1	12.095	132.04	1.68	1	1	1	1	1	1.48	4.89	1	1	81.48	159.08	468.73	123.03	4.255	28.91	7.96	15.67	8.47	6.43	6.455	31.85	17.92	1	1	13.775	4.045	9.07	25.7	7.045	1	12.94	24.235	4.135	3.38	1.87	13.22	1.565	17.32	42.425
SOX5	1	1	1	1	1	1	1	1	1	1	1	4	2.37	1.09	1	1	1	1	1	1	1	1	1	1	1	7.76	1	1	22.095	1	1.07	1	6.75	1	1	1	1	6.07	5.565	3.12	1	1	1.71
SOX6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.22	1	1	1	1	1	1	1	1	3.4	1	1	1	8.63	10.27	1	1	1	2.26	4.085	2.61	1	2.295	2.765
SOX7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.235	1	1	1	1	1	1	1	1	1	7.34	9.53	1	1	1.37	1	1	1	1
SOX9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.54	6.105	1.755	4.485	1	1	13.105	1	1	1	6.89	6.27	1	8.92	7.42
SP110	118.4	34.225	37.72	52.14	37.46	29.87	23.57	30.05	30.84	36.05	94.29	85.04	62.67	40.775	42.405	85.11	94.7099999999999	12.09	50.27	24.71	16.9	23.5	11.75	19.66	3.18	24.19	65.25	9.205	7.945	5.175	2.37	4.865	32.69	1.03	4.155	5.795	2.58	6.93	1.575	5.69	3.645	4.135	4.195
SP140	13.42	5.64	1	25.74	23.83	26.65	24.34	25.42	37.83	23.41	86.675	100.36	61.62	1	1	1	1	4.2	14.39	1	1	8.52	4.68	8.66	1	4.47	11.39	20.73	1	1	1	1	1	1	1	1	1	1	1	1.255	1	1	1
SP140L	7.19	9.87	13.715	59.4	15	20.86	16.4	16.4	25.87	16.13	60.68	29.91	20.32	14.39	13.155	6.47	10.09	11.67	33.83	5.2	5.61	16.73	8.14	15.42	5.54	6.92	6.47	22.185	4.99	3.235	2.75	2.155	3.73	1.01	1.7	5.045	4.51	3.35	1	6.24	3.985	4.23	2.18
SP4	6.97	3.86	3.315	20.01	18.38	13.14	11.43	17.34	23.07	17.23	12.57	11.56	10.46	2.81	7.175	2.76	4.31	2.255	7.54	10.65	6.98	5.29	1.61	2.49	2.655	4.33	9.64	1	2.875	1.11	1.555	2.305	1.165	2.49	1.35	2.27	1.505	1.99	2.17	1.915	1.485	1.84	1.595
SPA17	1	1.04	1	1	1	1	1	1	1	1	1	1	1	1.195	2.03	2.06	1	3.5	1	18.29	3.07	1.78	3.53	11.235	2.805	1	1	1	7.345	3.03	3.905	5.53	1.965	1	14.285	3.67	3.925	1	36.96	2.12	3.895	4.66	4.645
SPAG4	1	1	2.78	1	1	1	1	1	1	1.36	2.025	1.57	1	1.37	1	1	1	1	1	1.23	2.28	1	1	1	3.51	1.01	1.09	30.38	2.805	2.885	4.305	4.06	1.055	1	1.545	2.955	5.76	1	1	1.64	2.825	2.31	4.81
SPAG5	1	7.365	7.055	4.08	2.5	2.22	1.09	2.29	2.99	1.73	1.4	1.96	1.76	2.505	2.42	1	11.89	4.54	4.04	63.8	32.6	31.48	5.47	9.245	10.975	8.48	2.52	3.335	5.81	3.99	3.405	5.12	14.72	1	19.905	20.27	2.36	1.78	175.31	13.875	12.82	24.33	24.42
SPARC	1	15.09	61.535	1	2.09	1	1	1	1	1	1	1	1	57.23	58.825	146.93	249.37	257.475	1	14.3	600.53	7.79	318.73	153.615	458.58	7.41	8.55	1	973.069999999999	882.955	478.01	86.185	244.875	55.67	104.805	607.475	1727.32	202.59	14.785	495.51	247.335	5276.57	782.205
